% SIMCOSTA Buoy 12 Station rj4
% year month day hour minute seconds vars
2020 8 12 0 25 0 0.59 9.50 151.00 128.13 127.01 251.32 228.45 -22.87 0.00 0.00 0.00
2020 8 12 0 55 0 0.60 9.50 158.00 135.13 94.65 280.08 257.21 -22.87 0.00 0.00 0.00
2020 8 12 1 25 0 0.58 9.10 155.00 132.13 138.56 21.98 359.11 -22.87 0.00 0.00 0.00
2020 8 12 1 55 0 0.66 9.50 155.00 132.13 75.72 12.09 349.22 -22.87 0.00 0.00 0.00
2020 8 12 2 25 0 0.63 10.00 152.00 129.13 32.25 286.77 263.90 -22.87 0.00 0.00 0.00
2020 8 12 2 55 0 0.63 9.10 156.00 133.13 183.65 51.53 28.66 -22.87 0.00 0.00 0.00
2020 8 12 3 25 0 0.66 9.50 149.00 126.13 37.41 153.00 130.13 -22.87 0.00 0.00 0.00
2020 8 12 3 55 0 0.68 9.10 148.00 125.13 78.49 214.52 191.65 -22.87 0.00 0.00 0.00
2020 8 12 4 25 0 0.60 10.00 150.00 127.13 106.44 71.61 48.74 -22.87 0.00 0.00 0.00
2020 8 12 4 55 0 0.63 8.70 151.00 128.13 75.92 37.62 14.75 -22.87 0.00 0.00 0.00
2020 8 12 5 25 0 0.60 9.50 150.00 127.13 79.27 336.17 313.30 -22.87 0.00 0.00 0.00
2020 8 12 5 55 0 0.58 9.50 147.00 124.13 13.38 322.06 299.19 -22.87 0.00 0.00 0.00
2020 8 12 6 25 0 0.62 10.00 152.00 129.13 33.24 17.43 354.56 -22.87 0.00 0.00 0.00
2020 8 12 6 55 0 0.62 7.10 149.00 126.13 315.96 58.38 35.51 -22.87 0.00 0.00 0.00
2020 8 12 7 25 0 0.63 8.00 150.00 127.13 99.90 69.65 46.78 -22.87 0.00 0.00 0.00
2020 8 12 7 55 0 0.66 16.70 155.00 132.13 221.06 58.36 35.49 -22.87 0.00 0.00 0.00
2020 8 12 8 25 0 0.67 16.70 153.00 130.13 77.30 49.83 26.96 -22.87 0.00 0.00 0.00
2020 8 12 8 55 0 0.65 15.40 151.00 128.13 20.87 173.11 150.24 -22.87 0.00 0.00 0.00
2020 8 12 9 25 0 0.67 8.30 143.00 120.13 57.87 223.01 200.14 -22.87 0.00 0.00 0.00
2020 8 12 9 55 0 0.66 15.40 151.00 128.13 136.49 42.21 19.34 -22.87 0.00 0.00 0.00
2020 8 12 10 25 0 0.65 16.70 148.00 125.13 158.47 42.90 20.03 -22.87 0.00 0.00 0.00
2020 8 12 10 55 0 0.71 15.40 152.00 129.13 15.13 38.24 15.37 -22.87 0.00 0.00 0.00
2020 8 12 11 25 0 0.66 16.70 151.00 128.13 93.25 70.71 47.84 -22.87 0.00 0.00 0.00
